1	45.1	4.85714E23	26
2	212	2.26786E24	26
3	1150	1.2375E25	26
4	10440	1.12411E26	26
5	26220	2.82321E26	26
6	65870	7.09286E26	26
7	165400	1.78143E27	26
8	415600	4.475E27	26
9	1.044E6	1.12393E28	26
10	2.622E6	2.82321E28	26
11	6.588E6	7.09286E28	26
12	8.293E6	8.06452E28	28
13	1.655E7	1.60903E29	28
14	3.302E7	3.20968E29	28
15	6.592E7	6.40806E29	28
16	1.315E8	1.27839E30	28
17	2.625E8	2.55E30	28
18	3.305E8	3.11094E30	28
19	5.239E8	4.93125E30	28
20	8.303E8	7.81406E30	28
21	1.046E9	9.8375E30	28
22	1.606E9	1.4647E31	28
23	2.545E9	2.32121E31	28
24	4.166E9	2.98452E31	34
25	6.606E9	4.73095E31	34
26	8.031E9	5.75E31	34
27	1.011E10	7.23929E31	34
28	1.319E10	9.67073E31	32
29	1.661E10	1.21732E32	32
30	2.091E10	1.53293E32	32
31	2.533E10	1.8561E32	32
32	3.315E10	2.48875E32	30
33	4.174E10	3.13375E32	30
34	4.652E10	3.48875E32	30
35	6.347E10	4.88077E32	28
36	8.444E10	6.49103E32	28
37	1.1E11	5.23175E32	44
38	1.408E11	6.80081E32	42
39	1.774E11	8.56452E32	42
40	2.207E11	1.08279E33	40
41	2.714E11	1.35333E33	38
42	2.825E11	1.40833E33	38
43	2.94E11	1.46583E33	38
44	3.058E11	1.525E33	38
45	3.18E11	1.585E33	38
46	3.305E11	1.6475E33	38
47	3.434E11	1.71167E33	38
48	3.476E11	1.7325E33	38
49	3.481E11	1.735E33	38
50	3.495E11	1.7425E33	38
51	3.612E11	1.8E33	38
52	3.73E11	1.85917E33	38
53	3.865E11	1.95847E33	36
54	4.016E11	2.03475E33	36
55	4.18E11	2.11864E33	36
100	4.4199E11	1.60174E33	43.215
101	5.108E11	1.66766E33	43.265
102	5.9119E11	1.73593E33	43.313
103	6.8224E11	1.80639E33	43.359
104	7.8339E11	1.87936E33	43.404
105	8.9426E11	1.95467E33	43.447
106	1.0146E12	2.03243E33	43.49
107	1.2831E12	2.19469E33	43.571
108	1.7543E12	2.45715E33	43.685
109	2.1141E12	2.64674E33	43.755
110	2.7232E12	2.95191E33	43.851
111	3.4178E12	3.28476E33	43.935
112	4.4827E12	3.77674E33	44.03
113	5.7153E12	4.32744E33	44.101
114	7.5106E12	5.11175E33	44.155
115	9.6148E12	6.00908E33	44.164
116	1.2593E13	7.26508E33	44.108
117	1.6774E13	9.01572E33	43.939
118	2.1042E13	1.08056E34	43.691
119	2.7844E13	1.369E34	43.198
120	3.6043E13	1.72694E34	42.506
121	4.0688E13	1.93525E34	42.089
122	4.7001E13	2.22803E34	41.507
123	5.3843E13	2.55841E34	40.876
124	6.1153E13	2.92759E34	40.219
125	6.7284E13	3.25306E34	39.699
126	7.5224E13	3.69209E34	39.094
127	8.1738E13	4.06767E34	38.686
128	8.835E13	4.45525E34	38.393
129	9.5022E13	4.84721E34	38.281
130	1.0173E14	5.22088E34	38.458
131	1.0845E14	5.54203E34	39.116
132	1.1351E14	5.71304E34	40.154
133	1.1859E14	5.7655E34	42.051
134	1.2372E14	5.60172E34	45.719
135	1.272E14	5.25977E34	50.492
136	1.2845E14	5.06007E34	53.162
